,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country
3379,2014-06-25 00:00:00,595888.0,3.0,1.75,1870,9000,1.0,0,0,5,1870,0,1958,0,12521 3rd Ave NW,Seattle,WA 98177,USA
3383,2014-06-25 00:00:00,346500.0,3.0,1.0,1150,11802,1.0,0,0,4,1150,0,1932,1958,4533 21st Ave SW,Seattle,WA 98106,USA
3386,2014-06-25 00:00:00,519000.0,4.0,2.5,1950,2617,1.5,0,0,4,1250,700,1910,0,1124 NW 56th St,Seattle,WA 98107,USA
3390,2014-06-25 00:00:00,395000.0,2.0,2.25,1350,1493,2.0,0,0,3,1050,300,2007,0,4313 SW Willow St,Seattle,WA 98136,USA
3391,2014-06-25 00:00:00,364000.0,3.0,2.5,1800,2790,2.0,0,0,3,1800,0,2011,0,3011 SW Bataan St,Seattle,WA 98126,USA
3393,2014-06-25 00:00:00,328423.0,3.0,2.5,1730,3600,2.0,0,0,3,1730,0,2014,0,11341-11399 4th Pl SW,Seattle,WA 98146,USA
3395,2014-06-25 00:00:00,425000.0,3.0,2.5,2320,2267,3.0,0,0,3,2320,0,2009,0,10134 Holman Rd NW,Seattle,WA 98177,USA
3398,2014-06-25 00:00:00,563500.0,3.0,2.5,1400,1312,3.5,0,0,3,1400,0,2007,0,3637 Phinney Ave N,Seattle,WA 98103,USA
3399,2014-06-25 00:00:00,975000.0,5.0,3.0,2620,5477,2.0,0,0,3,2620,0,2009,0,3655 NE 73rd St,Seattle,WA 98115,USA
3400,2014-06-26 00:00:00,937000.0,3.0,1.75,2450,2691,2.0,0,0,3,1750,700,1915,0,206 W Boston St,Seattle,WA 98119,USA
3401,2014-06-26 00:00:00,518500.0,3.0,3.5,1590,1102,3.0,0,0,3,1590,0,2010,0,769 N 74th St,Seattle,WA 98103,USA
3414,2014-06-26 00:00:00,415000.0,3.0,1.0,1170,6700,1.0,0,0,3,1170,0,1957,2000,3510 NE 115th St,Seattle,WA 98125,USA
3417,2014-06-26 00:00:00,357250.0,3.0,1.5,1400,8840,1.0,0,0,4,1400,0,1952,0,1721 NE 136th St,Seattle,WA 98125,USA
3419,2014-06-26 00:00:00,725000.0,6.0,3.0,3110,5000,1.5,0,0,5,1810,1300,1921,0,812 N 47th St,Seattle,WA 98103,USA
3420,2014-06-26 00:00:00,670000.0,3.0,1.5,1490,4400,1.5,0,0,4,1490,0,1906,1990,933 32nd Ave,Seattle,WA 98122,USA
3421,2014-06-26 00:00:00,440000.0,4.0,1.5,1770,5750,2.0,0,0,3,1770,0,1947,2012,4527 48th Ave SW,Seattle,WA 98116,USA
3423,2014-06-26 00:00:00,320000.0,2.0,1.0,950,5316,1.0,0,2,3,950,0,1948,1994,3743 Belvidere Ave SW,Seattle,WA 98126,USA
3427,2014-06-26 00:00:00,690000.0,5.0,3.5,2720,7598,2.0,0,0,3,1860,860,1993,0,8921 42nd Ave NE,Seattle,WA 98115,USA
3434,2014-06-26 00:00:00,805000.0,3.0,2.75,2600,5875,1.5,0,2,5,1600,1000,1929,0,5710 SW Admiral Way,Seattle,WA 98116,USA
3441,2014-06-26 00:00:00,446000.0,2.0,1.5,1370,1221,2.0,0,0,3,1080,290,2008,0,207 20th Ave,Seattle,WA 98122,USA
3444,2014-06-26 00:00:00,402000.0,2.0,1.0,620,2475,1.0,0,0,5,620,0,1911,1984,5001-5099 11th Ave NW,Seattle,WA 98107,USA
3453,2014-06-26 00:00:00,270000.0,4.0,2.25,2600,9900,1.0,0,0,3,1600,1000,1965,1993,7703 S 128th St,Seattle,WA 98178,USA
3454,2014-06-26 00:00:00,755000.0,4.0,2.75,2880,4000,1.5,0,0,3,2100,780,1912,2000,2101 31st Ave S,Seattle,WA 98144,USA
3458,2014-06-26 00:00:00,1145000.0,3.0,2.5,2490,4000,2.0,0,0,5,1670,820,1918,0,2407 4th Ave N,Seattle,WA 98109,USA
3460,2014-06-26 00:00:00,1250000.0,3.0,3.0,3760,8500,2.5,0,3,4,3060,700,1910,0,5118 SW Waite St,Seattle,WA 98116,USA
3464,2014-06-26 00:00:00,450000.0,2.0,1.75,840,3340,1.0,0,0,3,700,140,1912,1994,5516 2nd Ave NW,Seattle,WA 98107,USA
3468,2014-06-26 00:00:00,339000.0,2.0,1.0,950,7954,1.0,0,0,4,950,0,1941,1998,2016 S Pearl St,Seattle,WA 98108,USA
3469,2014-06-26 00:00:00,1340000.0,4.0,3.5,3190,5040,2.0,0,3,3,2160,1030,2003,0,1120 33rd Ave S,Seattle,WA 98144,USA
3471,2014-06-26 00:00:00,815000.0,4.0,2.75,2620,4743,1.0,0,2,4,1310,1310,1949,1985,3311 NW 75th St,Seattle,WA 98117,USA
3473,2014-06-26 00:00:00,638000.0,3.0,2.0,1660,3729,1.0,0,0,5,970,690,1922,1956,6318 SW Marguerite Ct,Seattle,WA 98116,USA
3478,2014-06-26 00:00:00,750000.0,4.0,2.75,1750,5080,1.5,0,0,3,1750,0,1903,2005,1447 21st Ave,Seattle,WA 98122,USA
3479,2014-06-26 00:00:00,626000.0,3.0,1.75,2430,5000,2.0,0,0,4,1760,670,1945,0,6723 12th Ave NW,Seattle,WA 98117,USA
3486,2014-06-26 00:00:00,440000.0,3.0,1.5,2120,6290,1.0,0,0,4,1220,900,1949,1985,4231 Powell Pl S,Seattle,WA 98108,USA
3495,2014-06-26 00:00:00,900000.0,4.0,3.5,3370,5000,2.0,0,2,3,2470,900,2008,0,3460 38th Ave SW,Seattle,WA 98126,USA
3496,2014-06-26 00:00:00,1990000.0,5.0,3.0,4480,5000,2.5,0,0,5,3420,1060,1902,0,923 14th Ave E,Seattle,WA 98112,USA
3499,2014-06-26 00:00:00,1387800.0,3.0,3.0,2480,5500,2.0,0,3,3,1730,750,1950,2005,2855 36th Ave W,Seattle,WA 98199,USA
3503,2014-06-26 00:00:00,471000.0,2.0,1.75,1240,6417,1.0,0,0,5,1240,0,1924,1956,6528 37th Ave SW,Seattle,WA 98126,USA
3510,2014-06-26 00:00:00,663000.0,3.0,2.0,1480,3876,1.0,0,0,5,860,620,1928,1970,7028 20th Ave NW,Seattle,WA 98117,USA
3514,2014-06-26 00:00:00,240000.0,4.0,1.0,1200,2171,1.5,0,0,3,1200,0,1933,0,10720 Stone Ave N,Seattle,WA 98133,USA
3520,2014-06-26 00:00:00,390000.0,3.0,3.25,1370,913,2.0,0,0,3,1100,270,2006,0,4438 44th Ave SW,Seattle,WA 98116,USA
3523,2014-06-27 00:00:00,665000.0,2.0,1.0,1110,3200,1.0,0,0,3,1110,0,1925,2002,1604 1st Ave W,Seattle,WA 98119,USA
3527,2014-06-27 00:00:00,672500.0,3.0,2.25,2400,5300,1.5,0,0,4,1250,1150,1939,1989,8022 22nd Ave NW,Seattle,WA 98117,USA
3531,2014-06-27 00:00:00,417000.0,4.0,2.25,2300,7700,1.0,0,0,3,1380,920,1959,1989,535 NE 117th St,Seattle,WA 98125,USA
3533,2014-06-27 00:00:00,700000.0,3.0,2.5,1660,1545,2.0,0,2,3,1400,260,2002,0,813 2nd Ave N,Seattle,WA 98109,USA
3537,2014-06-27 00:00:00,561500.0,3.0,1.75,1960,6380,1.0,0,0,4,980,980,1939,1989,1035 NE 95th St,Seattle,WA 98115,USA
3540,2014-06-27 00:00:00,447000.0,2.0,1.0,1320,8380,1.0,0,0,3,1320,0,1953,0,10356 Dibble Ave NW,Seattle,WA 98177,USA
3542,2014-06-27 00:00:00,212700.0,2.0,1.0,940,5040,1.0,0,0,3,940,0,1926,2003,7157 32nd Ave SW,Seattle,WA 98126,USA
3543,2014-06-27 00:00:00,260000.0,2.0,1.0,700,4800,1.0,0,0,3,700,0,1922,2008,1518 25th Ave,Seattle,WA 98122,USA
3556,2014-06-27 00:00:00,430000.0,2.0,1.0,1050,2570,1.0,0,0,5,850,200,1927,0,6520-6588 8th Ave NW,Seattle,WA 98117,USA
3560,2014-06-27 00:00:00,221000.0,3.0,1.0,910,8789,1.0,0,0,3,910,0,1966,1963,636 S 188th St,Seattle,WA 98148,USA
3567,2014-06-27 00:00:00,500000.0,4.0,1.0,1440,7100,1.5,0,0,3,1440,0,1906,2014,3006 NW 60th St,Seattle,WA 98107,USA
3568,2014-06-27 00:00:00,191000.0,2.0,1.0,900,3400,1.0,0,0,5,900,0,1905,0,8523 Dallas Ave S,Seattle,WA 98108,USA
3569,2014-06-27 00:00:00,315000.0,6.0,4.0,3120,4240,2.0,0,2,4,2090,1030,1993,0,7945 14th Ave SW,Seattle,WA 98106,USA
3570,2014-06-27 00:00:00,415000.0,3.0,2.5,1060,1536,2.0,0,0,3,1060,0,2000,0,2922 NW 85th St,Seattle,WA 98117,USA
3573,2014-06-27 00:00:00,523460.0,5.0,1.75,1890,5000,1.5,0,0,3,1090,800,1906,2014,1126 NW 58th St,Seattle,WA 98107,USA
3578,2014-06-27 00:00:00,710000.0,2.0,1.5,1640,4080,1.5,0,0,5,1540,100,1916,0,4532 Latona Ave NE,Seattle,WA 98105,USA
3579,2014-06-27 00:00:00,1020000.0,3.0,2.25,1670,4800,1.5,0,3,3,1670,0,1903,2005,715 W Howe St,Seattle,WA 98119,USA
3581,2014-06-27 00:00:00,480000.0,2.0,1.0,1500,3420,1.0,0,0,3,1500,0,1902,0,4422 Woodlawn Ave N,Seattle,WA 98103,USA
3586,2014-06-27 00:00:00,397000.0,5.0,1.0,1170,6757,1.0,0,0,4,800,370,1944,0,14327 24th Ave NE,Seattle,WA 98125,USA
3587,2014-06-27 00:00:00,718500.0,3.0,1.5,1200,6240,1.0,0,0,3,1030,170,1952,2008,326 36th Ave E,Seattle,WA 98112,USA
3588,2014-06-27 00:00:00,195000.0,2.0,1.0,1020,8100,1.0,0,0,3,1020,0,1940,1996,11819 1st Avenue South,Seattle,WA 98168,USA
3590,2014-06-27 00:00:00,295000.0,1.0,1.0,700,2500,1.0,0,0,4,700,0,1907,0,4108 25th Ave SW,Seattle,WA 98106,USA
3595,2014-06-27 00:00:00,504200.0,2.0,1.5,1200,1687,3.0,0,0,3,1200,0,2008,0,3467 Meridian Ave N,Seattle,WA 98103,USA
3597,2014-06-27 00:00:00,589500.0,3.0,3.25,2310,3075,2.0,0,0,3,1730,580,2005,0,4405 40th Ave SW,Seattle,WA 98116,USA
3599,2014-06-27 00:00:00,735000.0,3.0,2.25,1490,1212,2.0,0,0,3,1040,450,2011,0,425 15th Ave E,Seattle,WA 98112,USA
3605,2014-06-27 00:00:00,235000.0,1.0,1.5,1170,1456,2.0,0,0,3,1070,100,2007,0,3003 SW Cycle Ct,Seattle,WA 98126,USA
3607,2014-06-27 00:00:00,229800.0,2.0,1.75,1110,1773,2.0,0,0,3,1110,0,2014,0,4217 Renton Ave S,Seattle,WA 98108,USA
3608,2014-06-27 00:00:00,516500.0,1.0,1.25,1100,638,3.0,0,0,3,1100,0,2014,0,416 19th Ave E,Seattle,WA 98112,USA
3609,2014-06-28 00:00:00,1600000.0,3.0,4.25,2820,7200,2.0,0,0,4,2460,360,1930,0,3221 E Morley Way,Seattle,WA 98112,USA
3613,2014-06-28 00:00:00,470000.0,3.0,1.5,1500,5000,1.5,0,0,4,1140,360,1927,0,6737-6741 13th Ave NW,Seattle,WA 98117,USA
3615,2014-06-28 00:00:00,650000.0,2.0,1.0,1050,2542,1.0,0,0,3,880,170,1904,0,1723 27th Ave,Seattle,WA 98122,USA
3616,2014-06-28 00:00:00,585000.0,5.0,2.5,2670,16777,1.5,0,0,4,1620,1050,1920,0,2500 NE 100th St,Seattle,WA 98125,USA
3619,2014-06-28 00:00:00,475000.0,3.0,2.5,1700,9100,1.0,0,0,3,1160,540,1998,2006,7318 36th Ave SW,Seattle,WA 98126,USA
3621,2014-06-29 00:00:00,397000.0,3.0,3.5,1360,1275,2.0,0,0,3,1240,120,2007,0,1337 14th Ave S,Seattle,WA 98144,USA
3623,2014-06-29 00:00:00,325000.0,5.0,2.75,2130,6222,1.0,0,0,3,1300,830,1991,0,4443 S Camano Pl,Seattle,WA 98118,USA
3629,2014-06-30 00:00:00,1200000.0,4.0,2.0,2120,3360,2.0,0,0,3,2120,0,1905,2010,420 17th Ave E,Seattle,WA 98112,USA
3633,2014-06-30 00:00:00,410000.0,1.0,1.5,1010,5750,1.0,0,0,3,1010,0,1911,1948,4611 SW Maple Way,Seattle,WA 98136,USA
3634,2014-06-30 00:00:00,1165000.0,3.0,3.0,3790,5001,2.0,0,0,3,2810,980,1989,0,3809 E Alder St,Seattle,WA 98122,USA
3637,2014-06-30 00:00:00,669500.0,4.0,2.25,2500,4046,1.5,0,0,4,1520,980,1940,2001,8044 20th Ave NW,Seattle,WA 98117,USA
3638,2014-06-30 00:00:00,491950.0,3.0,2.25,2090,10733,1.0,0,0,3,1440,650,1958,2004,4401 NE 95th St,Seattle,WA 98115,USA
3648,2014-06-30 00:00:00,535000.0,3.0,1.0,1580,6300,1.0,0,0,3,1180,400,1925,2002,2108 W Bertona St,Seattle,WA 98199,USA
3650,2014-06-30 00:00:00,490000.0,4.0,3.0,2330,3497,2.0,0,0,3,1920,410,2003,0,5294-5296 19th Pl S,Seattle,WA 98108,USA
3652,2014-06-30 00:00:00,345000.0,2.0,1.0,970,5750,1.0,0,0,4,970,0,1932,1958,5601 29th Ave SW,Seattle,WA 98126,USA
3656,2014-06-30 00:00:00,441000.0,2.0,1.5,1190,3400,1.0,0,0,3,990,200,1919,2001,6008 8th Ave NE,Seattle,WA 98115,USA
3657,2014-06-30 00:00:00,406500.0,2.0,1.0,870,5750,1.0,0,0,4,870,0,1947,1988,4437 49th Ave SW,Seattle,WA 98116,USA
3661,2014-06-30 00:00:00,1925000.0,5.0,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,2653 Cascadia Ave S,Seattle,WA 98144,USA
3662,2014-06-30 00:00:00,408000.0,5.0,3.25,2820,6589,1.5,0,0,3,2320,500,1906,2014,7403 48th Ave S,Seattle,WA 98118,USA
3664,2014-06-30 00:00:00,875000.0,4.0,1.5,1800,3245,1.5,0,0,4,1800,0,1929,0,2304 N 44th St,Seattle,WA 98103,USA
3665,2014-06-30 00:00:00,308000.0,3.0,1.0,1010,8800,1.0,0,0,4,1010,0,1954,1979,5968 44th Ave S,Seattle,WA 98118,USA
3666,2014-06-30 00:00:00,880000.0,4.0,2.75,3220,4392,1.5,0,0,4,2320,900,1931,0,5720 Princeton Ave NE,Seattle,WA 98105,USA
3672,2014-06-30 00:00:00,255000.0,2.0,1.0,1320,9967,1.0,0,0,3,940,380,1919,2001,3822 Martin Luther King Jr Way S,Seattle,WA 98108,USA
3674,2014-06-30 00:00:00,850000.0,3.0,2.5,2650,2387,2.0,0,0,3,1830,820,1920,1979,408 W Lee St,Seattle,WA 98119,USA
3675,2014-06-30 00:00:00,265000.0,2.0,2.0,1860,10856,1.0,0,0,3,1260,600,1952,2008,11263-11611 Beacon Ave S,Seattle,WA 98178,USA
3677,2014-06-30 00:00:00,972000.0,4.0,1.75,2010,6300,1.0,0,2,5,1610,400,1937,0,2827 43rd Ave W,Seattle,WA 98199,USA
3683,2014-06-30 00:00:00,544000.0,3.0,2.5,1460,1613,2.0,0,0,3,1180,280,2007,0,6710 Alonzo Ave NW,Seattle,WA 98117,USA
3686,2014-06-30 00:00:00,427500.0,2.0,2.0,1090,934,3.0,0,0,3,1090,0,2008,0,1700 Dexter Ave N,Seattle,WA 98109,USA
3689,2014-06-30 00:00:00,435000.0,4.0,2.0,1880,3840,1.0,0,0,3,970,910,1904,0,1101 23rd Ave S,Seattle,WA 98144,USA
3690,2014-06-30 00:00:00,765000.0,5.0,3.0,2870,5700,1.0,0,0,3,1950,920,1964,2000,4520 Sunnyside Ave N,Seattle,WA 98103,USA
3694,2014-06-30 00:00:00,457000.0,3.0,2.5,1220,1330,2.0,0,0,3,1010,210,2008,0,8354 11th Ave NW,Seattle,WA 98117,USA
3704,2014-07-01 00:00:00,349500.0,3.0,2.0,1270,3600,1.0,0,0,3,1270,0,1963,2008,2709 E Marion St,Seattle,WA 98122,USA
3705,2014-07-01 00:00:00,1198000.0,4.0,3.5,3400,3850,2.5,0,0,3,2790,610,2008,0,2303 E Valley St,Seattle,WA 98112,USA
3708,2014-07-01 00:00:00,330000.0,3.0,2.5,1680,11312,1.0,0,0,3,1080,600,1959,1989,10843-10857 8th Ave SW,Seattle,WA 98146,USA
3710,2014-07-01 00:00:00,500000.0,2.0,1.0,950,4500,1.0,0,2,3,850,100,1926,2003,4024 Phinney Ave N,Seattle,WA 98103,USA
3714,2014-07-01 00:00:00,691500.0,4.0,2.5,2600,7200,2.0,0,0,3,2600,0,1962,2002,9041 49th Ave NE,Seattle,WA 98115,USA
3715,2014-07-01 00:00:00,459500.0,2.0,1.0,1250,3825,1.0,0,0,3,850,400,1929,0,7031 18th Ave NW,Seattle,WA 98117,USA
3716,2014-07-01 00:00:00,955500.0,4.0,1.75,2130,5080,1.5,0,0,3,2130,0,1914,1993,2572 5th Ave W,Seattle,WA 98119,USA
3721,2014-07-01 00:00:00,1297000.0,6.0,2.75,2630,9420,2.0,0,0,5,2510,120,1900,0,5529 Wallingford Ave N,Seattle,WA 98103,USA
3725,2014-07-01 00:00:00,616000.0,4.0,1.75,1700,5846,1.0,0,0,3,1700,0,1957,2000,4003 W Emerson St,Seattle,WA 98199,USA
3734,2014-07-01 00:00:00,345000.0,2.0,1.0,1080,7775,1.0,0,0,3,1080,0,1955,2005,6439 Marshall Ave SW,Seattle,WA 98136,USA
3741,2014-07-01 00:00:00,370000.0,2.0,1.0,860,6050,1.0,0,0,3,860,0,1952,2008,3818 53rd Ave SW,Seattle,WA 98116,USA
3745,2014-07-01 00:00:00,1080000.0,3.0,2.75,3890,7216,2.0,0,1,3,3260,630,1967,2010,5226 S Morgan St,Seattle,WA 98118,USA
3746,2014-07-01 00:00:00,337000.0,3.0,2.25,1460,941,3.0,0,0,3,1460,0,2006,0,11707 Greenwood Ave N,Seattle,WA 98133,USA
3747,2014-07-01 00:00:00,563000.0,4.0,1.0,1410,3376,1.5,0,0,5,1410,0,1911,1984,621 NW 44th St,Seattle,WA 98107,USA
3748,2014-07-01 00:00:00,1695000.0,4.0,2.75,3770,10900,2.0,0,2,5,3070,700,1924,1956,3333 S Plum St,Seattle,WA 98144,USA
3749,2014-07-01 00:00:00,245000.0,3.0,2.0,1190,4072,1.5,0,0,5,1190,0,1907,0,8301-8399 47th Ave S,Seattle,WA 98118,USA
3750,2014-07-01 00:00:00,590000.0,3.0,2.0,1410,6413,1.0,0,0,4,910,500,1947,1988,7264 27th Ave NE,Seattle,WA 98115,USA
3751,2014-07-01 00:00:00,695000.0,3.0,2.0,2500,4080,1.5,0,0,5,1680,820,1922,1956,922 N 72nd St,Seattle,WA 98103,USA
3752,2014-07-01 00:00:00,402500.0,2.0,1.0,800,2280,1.0,0,0,5,800,0,1946,0,4235 4th Ave NW,Seattle,WA 98107,USA
3756,2014-07-01 00:00:00,600000.0,5.0,2.25,2980,7781,1.0,0,0,3,1580,1400,1960,2012,4531 NE 106th St,Seattle,WA 98125,USA
3759,2014-07-01 00:00:00,1110000.0,5.0,3.25,3350,4000,2.0,0,0,4,2510,840,1997,0,4776 34th Ave NE,Seattle,WA 98105,USA
3760,2014-07-01 00:00:00,332888.0,2.0,2.5,1050,1029,2.0,0,0,3,950,100,2007,0,101-115 26th Ave,Seattle,WA 98122,USA
3762,2014-07-01 00:00:00,515000.0,2.0,1.0,1050,5000,1.0,0,0,5,1050,0,1907,0,5609 9th Ave NW,Seattle,WA 98107,USA
3764,2014-07-01 00:00:00,485000.0,4.0,1.75,1430,4096,2.0,0,0,3,1430,0,1900,2005,216 20th Ave,Seattle,WA 98122,USA
3768,2014-07-01 00:00:00,1640000.0,3.0,3.25,3140,5445,2.0,0,3,4,2240,900,1913,0,471 Wheeler St,Seattle,WA 98109,USA
3769,2014-07-01 00:00:00,102500.0,2.0,1.0,820,4320,1.0,0,0,3,820,0,1937,1999,9852 20th Ave SW,Seattle,WA 98106,USA
3772,2014-07-01 00:00:00,600000.0,2.0,1.0,910,2002,1.5,0,0,3,910,0,1900,2005,100 20th Ave E,Seattle,WA 98112,USA
3773,2014-07-01 00:00:00,406000.0,4.0,1.0,1580,8475,1.5,0,2,4,1580,0,1928,0,10041 64th Ave S,Seattle,WA 98178,USA
3774,2014-07-01 00:00:00,620000.0,4.0,3.0,2130,6325,1.0,0,0,5,1440,690,1948,1985,4002 50th Ave SW,Seattle,WA 98116,USA
3777,2014-07-01 00:00:00,725000.0,3.0,1.75,1860,6000,2.0,0,2,4,1860,0,1959,0,3450 S King St,Seattle,WA 98144,USA
3778,2014-07-01 00:00:00,276000.0,1.0,0.75,370,1801,1.0,0,0,5,370,0,1923,0,2508 NW 67th St,Seattle,WA 98117,USA
3781,2014-07-01 00:00:00,2300000.0,4.0,4.75,3970,9778,2.0,0,2,4,3390,580,1928,0,1323 Willard Ave W,Seattle,WA 98119,USA
3786,2014-07-01 00:00:00,433000.0,4.0,1.5,1550,5053,1.0,0,0,4,1180,370,1963,0,4702 S Juneau St,Seattle,WA 98118,USA
3793,2014-07-01 00:00:00,581000.0,4.0,1.0,1630,2566,1.5,0,0,3,1630,0,1921,2000,1819-1827 25th Ave,Seattle,WA 98122,USA
3794,2014-07-01 00:00:00,952500.0,4.0,1.5,2550,5055,2.0,0,0,4,2550,0,1910,0,1901 25th Ave E,Seattle,WA 98112,USA
3796,2014-07-01 00:00:00,476000.0,4.0,3.0,2890,6885,1.0,0,0,3,1590,1300,1945,2013,6516 43rd Ave NE,Seattle,WA 98115,USA
3797,2014-07-01 00:00:00,535000.0,4.0,1.75,1420,5000,1.5,0,0,4,1420,0,1945,0,3027 NW 67th St,Seattle,WA 98117,USA
3798,2014-07-01 00:00:00,1356925.0,4.0,3.5,4270,5800,2.0,0,3,5,3170,1100,1937,0,3017 42nd Ave W,Seattle,WA 98199,USA
3804,2014-07-01 00:00:00,640000.0,2.0,2.25,1540,965,3.0,0,0,3,1540,0,2007,0,1816 11th Ave,Seattle,WA 98122,USA
3805,2014-07-01 00:00:00,460000.0,3.0,2.5,1450,1053,2.0,0,0,3,940,510,2008,0,1406B NW 64th St,Seattle,WA 98107,USA
3806,2014-07-01 00:00:00,525000.0,2.0,2.5,1160,1458,2.0,0,0,3,1040,120,2012,1912,2067 Gilman Dr W,Seattle,WA 98119,USA
3810,2014-07-02 00:00:00,512031.0,3.0,1.75,1540,3000,1.0,0,2,3,770,770,1920,1979,6528 3rd Ave NW,Seattle,WA 98117,USA
3811,2014-07-02 00:00:00,310000.0,2.0,1.0,700,3000,1.0,0,0,4,700,0,1918,1974,929 N 77th St,Seattle,WA 98103,USA
3812,2014-07-02 00:00:00,1075000.0,3.0,2.5,3280,10302,1.0,0,0,3,1680,1600,1970,2014,3842 NE 92nd St,Seattle,WA 98115,USA
3813,2014-07-02 00:00:00,255000.0,4.0,2.0,2430,8960,1.0,0,0,3,1430,1000,1960,2012,8019 S 117th St,Seattle,WA 98178,USA
3821,2014-07-02 00:00:00,895000.0,4.0,2.25,1950,5950,1.0,0,0,3,1330,620,1947,2012,2220 5th Ave N,Seattle,WA 98109,USA
3826,2014-07-02 00:00:00,580000.0,3.0,2.25,1900,3960,1.5,0,0,3,1200,700,1905,2010,1121 27th Ave,Seattle,WA 98122,USA
3831,2014-07-02 00:00:00,480000.0,3.0,2.0,1470,10052,1.0,0,0,4,1470,0,1956,0,13341 12th Ave NE,Seattle,WA 98125,USA
3836,2014-07-02 00:00:00,185000.0,5.0,1.0,1590,6700,1.5,0,0,3,1090,500,1942,1999,10626 12th Ave SW,Seattle,WA 98146,USA
3838,2014-07-02 00:00:00,690000.0,3.0,1.5,1760,4000,2.0,0,0,3,1760,0,1922,2008,2314 10th Ave E,Seattle,WA 98102,USA
3843,2014-07-02 00:00:00,540000.0,3.0,2.25,1320,1800,2.0,0,0,3,1320,0,1994,0,3404 E Cherry St,Seattle,WA 98122,USA
3848,2014-07-02 00:00:00,732000.0,3.0,3.75,2670,6517,2.5,0,4,4,2020,650,1977,0,3741 Belvidere Ave SW,Seattle,WA 98126,USA
3849,2014-07-02 00:00:00,860000.0,4.0,1.75,1880,3720,1.5,0,0,4,1880,0,1924,0,15 Raye St,Seattle,WA 98109,USA
3850,2014-07-02 00:00:00,389000.0,4.0,1.75,2400,7700,1.5,0,0,4,1500,900,1927,0,2148 N 115th St,Seattle,WA 98133,USA
3851,2014-07-02 00:00:00,645000.0,3.0,1.75,2270,11472,1.0,0,0,4,1370,900,1956,0,10514 14th Ave NW,Seattle,WA 98177,USA
3853,2014-07-02 00:00:00,550000.0,4.0,2.75,2160,5005,1.0,0,0,3,1430,730,1987,2000,9417 25th Ave NE,Seattle,WA 98115,USA
3855,2014-07-02 00:00:00,782000.0,2.0,1.5,1570,3600,1.5,0,2,4,1320,250,1906,1990,1922 5th Ave W,Seattle,WA 98119,USA
3856,2014-07-02 00:00:00,545000.0,3.0,2.0,1340,7200,1.5,0,0,4,1340,0,1923,0,4714 54th Ave S,Seattle,WA 98118,USA
3862,2014-07-02 00:00:00,723000.0,4.0,2.25,2430,4748,1.5,0,0,3,1630,800,1928,1954,1503 45th Ave SW,Seattle,WA 98116,USA
3865,2014-07-02 00:00:00,496000.0,2.0,1.0,900,9260,1.0,0,0,3,900,0,1946,0,219 NW 56th St,Seattle,WA 98107,USA
3866,2014-07-02 00:00:00,625000.0,3.0,3.0,1820,1641,3.0,0,0,3,1540,280,2006,0,10 W Etruria St,Seattle,WA 98119,USA
3867,2014-07-02 00:00:00,475000.0,4.0,2.0,2100,13468,1.0,0,0,5,1050,1050,1962,0,11719 33rd Pl NE,Seattle,WA 98125,USA
3871,2014-07-02 00:00:00,660500.0,5.0,2.5,2950,5500,1.5,0,0,5,1720,1230,1918,0,2739 31st Ave S,Seattle,WA 98144,USA
3872,2014-07-02 00:00:00,262000.0,5.0,1.0,1870,7800,1.0,0,0,3,1580,290,1962,2003,903 S 101st St,Seattle,WA 98168,USA
3873,2014-07-02 00:00:00,2147500.0,3.0,3.5,4660,5500,2.0,0,4,5,3040,1620,1909,1988,2826 10th Ave E,Seattle,WA 98102,USA
3876,2014-07-02 00:00:00,736000.0,2.0,1.0,1500,4000,1.0,0,0,3,1100,400,1933,0,2401-2599 Lorentz Pl N,Seattle,WA 98109,USA
3880,2014-07-02 00:00:00,1054690.0,4.0,3.5,3390,3979,2.0,0,0,3,2610,780,2014,0,3906 W Briarcliff Ln,Seattle,WA 98199,USA
3881,2014-07-02 00:00:00,334500.0,2.0,1.5,830,1858,2.0,0,0,3,830,0,2005,0,2300 14th Ave S,Seattle,WA 98144,USA
3886,2014-07-02 00:00:00,265050.0,2.0,1.5,800,2119,2.0,0,0,3,800,0,2008,0,5257 23rd Ave SW,Seattle,WA 98106,USA
3890,2014-07-03 00:00:00,445838.0,3.0,2.5,2250,5692,2.0,0,0,3,2250,0,2000,0,10010 37th Ave SW,Seattle,WA 98146,USA
3902,2014-07-03 00:00:00,575000.0,3.0,1.75,1530,6743,1.0,0,0,3,1410,120,1955,2005,4931 SW Forney St,Seattle,WA 98116,USA
3904,2014-07-03 00:00:00,850000.0,3.0,2.5,3230,5000,2.0,0,2,5,2430,800,1945,0,2431 NW Neptune Pl,Seattle,WA 98117,USA
3905,2014-07-03 00:00:00,1015000.0,3.0,3.25,3620,4000,2.0,0,0,3,2730,890,2005,0,3505 W McGraw St,Seattle,WA 98199,USA
3914,2014-07-03 00:00:00,588000.0,5.0,3.0,2190,4900,2.0,0,0,5,1490,700,1940,0,8314 Jones Ave NW,Seattle,WA 98117,USA
